symbol,name,Open,Previous Close,Volume,Value (Lacs),VWAP,Beta,Mkt Cap (Rs. Cr.),High,Low,UC Limit,LC Limit,52 Week High,52 Week Low,Face Value,All Time High,All Time Low,20D Avg Volume,20D Avg Delivery(%),Book Value Per Share,Dividend Yield,timestamp
RELIANCE,Reliance Industries Limited,"1,441.00","1,442.40","8,182,161","118,109.49",0.00,1.18
                                1.17,"1,953,412","1,451.50","1,437.00",0.00,0.00,"1,608.80","1,114.85",10,"1,608.80",24.42,"5,448,720",111.76,"1,255.32",0.38,2025-06-08T23:14:21.283Z
TCS,Tata Consultancy Services Limited,"3,371.10","3,371.10","2,070,390","70,066.14",0.00,0.89
                                0.92,"1,224,433","3,390.90","3,358.70",0.00,0.00,"4,592.25","3,056.05",1,"4,592.25",103.84,"2,033,107",67.99,245.54,3.72,2025-06-08T23:14:37.278Z
INFY,Infosys Limited,"1,554.70","1,554.30","3,960,020","61,926.79",0.00,1.10
                                1.15,"649,635","1,568.90","1,543.10",0.00,0.00,"2,006.45","1,307.00",5,"2,006.45",33.05,"5,560,186",73.02,180.01,2.75,2025-06-08T23:15:13.844Z
HDFCBANK,HDFC Bank Limited,"1,944.00","1,949.60","15,063,504","298,061.55",0.00,0.86
                                0.89,"1,515,853","1,996.30","1,942.70",0.00,0.00,"1,996.30","1,552.05",1,"1,996.30",15.70,"17,182,994",38.14,446.51,0.99,2025-06-08T23:15:28.467Z
ICICIBANK,ICICI Bank Limited,0.00,0.00,0.00,0.00,0.00,0.00
                                0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,--,--,--,2025-06-08T23:15:47.424Z
HINDUNILVR,Hindustan Unilever Limited,"2,373.30","2,376.40","997,488","23,837.97",0.00,0.48
                                0.49,"561,505","2,396.50","2,370.10",0.00,0.00,"3,035.00","2,136.00",1,"3,035.00",100.50,"1,609,933",68.74,208.92,2.22,2025-06-08T23:16:01.625Z
SBIN,State Bank of India,806.65,806.00,"17,163,935","139,551.37",0.00,1.06
                                1.06,"725,616",816.45,803.10,0.00,0.00,899.00,680.00,1,912.00,13.21,"13,656,544",48.25,328.77,1.69,2025-06-08T23:16:16.168Z
KOTAKBANK,Kotak Mahindra Bank Limited,"2,043.90","2,039.90","4,424,324","91,733.93",0.00,0.89
                                0.91,"412,249","2,084.90","2,033.80",0.00,0.00,"2,301.90","1,679.05",5,"2,301.90",1.30,"3,536,960",63.39,485.68,0.10,2025-06-08T23:16:32.773Z
ITC,ITC Limited,420.30,419.10,"8,774,988","36,947.09",0.00,0.65
                                0.67,"526,907",421.30,419.00,0.00,0.00,528.50,390.15,1,528.50,10.89,"11,724,117",212.75,49.82,3.41,2025-06-08T23:16:53.786Z
LT,Larsen & Toubro Limited,"3,645.00","3,642.60","1,172,711","42,877.83",0.00,1.21
                                1.17,"514,224","3,667.00","3,623.00",0.00,0.00,"3,963.50","2,965.30",2,"3,963.50",15.97,"1,926,789",58.31,691.18,0.93,2025-06-08T23:17:09.883Z
